location_name,latitude,longitude,distance,feature_type,temperature,humidity,wind_speed,wind_deg,dt,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3
Raitu Bazaar,17.7284391,83.3263694,12335.759762126334,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Sai Baba Temple,17.7362821,83.2998592,10221.23170093737,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Sai Baba Temple,17.7404341,83.2998848,10476.793681449948,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
State Bank of India,17.7388289,83.3001943,10404.52559709963,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
HDFC Bank,17.7383597,83.2997883,10339.943232447684,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
State Bank of India,17.7379868,83.3001745,10351.493074046411,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Pizza Hut,17.7264696,83.3053084,10201.643502325842,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Bank of India,17.8045923,83.3554154,19514.40186933881,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
More,17.8035909,83.3535582,19293.88701681878,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Vijetha,17.8039867,83.3498782,19035.74731918525,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Durga Nursing Home,17.7362275,83.2713316,7831.5306030220945,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Kancharpalem Raithu Bazaar,17.7336673,83.2756377,7977.580211504959,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
State Bank of India,17.7196417,83.3064945,10017.244970868482,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Zeeshan Restaurant,17.7118301,83.3014693,9227.300542920872,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Alpha,17.7121827,83.3017677,9269.24481930595,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.7113369,83.2999901,9061.245976260398,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.7128649,83.3004393,9158.537860169374,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.7132207,83.3020349,9331.59638030354,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Alkapuri,17.7129302,83.2997229,9088.735844989407,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Fashion Life,17.7117395,83.302719,9350.878783514856,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Nelluru Vaari Mess,17.7153833,83.3015243,9358.30075477862,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Sharma Sports,17.7155353,83.3018394,9395.443861132748,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Sona Dona,17.7133192,83.3049965,9633.763508034905,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
manjeera,17.7151419,83.3010053,9297.461498883222,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.7154918,83.3075044,9961.46416887638,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Eleven,17.7241818,83.3175507,11292.446952774844,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
NRK Wines,17.7309952,83.3354872,13338.902548337242,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.7311463,83.3351853,13315.264324455262,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Fresh Choice,17.7193236,83.3069768,10052.284821797455,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
M.F.khan,17.7200767,83.3067186,10056.92180091658,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Apollo Medicals,17.7244271,83.3329772,12837.88352660406,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Vasu Deva Rao Clinic,17.7249342,83.3339991,12958.626239624222,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Lakshmi Durga Medical Store,17.7247758,83.3338355,12936.517767157846,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.7217039,83.3274767,12188.636980114552,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.7220386,83.328225,12275.658789909,bus_stop,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Baker's Den,17.719263,83.3116427,10513.626402631922,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Dunken's Castle,17.7193166,83.3117795,10529.290507384583,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Fresh Choice,17.7225505,83.3167438,11147.535902889564,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Gruhalakshmi Home Foods,17.7230231,83.3172991,11221.194376090616,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Lenovo Show Room,17.721121,83.3149105,10909.88879153728,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Sivarama Sweets,17.7241844,83.3094388,10496.62509099072,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.7203974,83.3142225,10813.721368451446,bus_stop,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Flying Spaghetti Monster,17.7212175,83.3148642,10909.006954828554,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.7223052,83.3165051,11114.245632928853,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Karasa,17.7409553,83.2439078,6571.815020749831,bus_stop,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Systems Design,17.7230565,83.3270212,12191.229139973688,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Gopalapatnam Police Station,17.7442772,83.2257172,6407.312616003553,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Coffee day,17.7340738,83.3322295,13149.747586663396,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Indian Overseas Bank,17.7340863,83.3318508,13113.454630222455,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Relience Fresh,17.7329418,83.332702,13146.6073096075,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.7337151,83.3322226,13133.340660813752,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.7338684,83.3320857,13126.722616674246,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.7340086,83.3321713,13141.215102581407,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.7341194,83.3322774,13156.416082709397,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.801832,83.3899246,22195.21803572696,turning_circle,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.754648,83.3386207,14789.458123625556,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Laddu Gopal Cafe,17.7413958,83.3333577,13599.574762474016,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Rama Hospitals,17.7375272,83.3071191,10949.278308412826,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Punjab National Bank,17.7415448,83.3325477,13530.027743139011,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Corporation Bank,17.7422046,83.3312928,13444.27119686432,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
ICICI Bank,17.7426196,83.3281991,13174.547935349734,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Kotak Mahindra Bank,17.7423017,83.3293554,13266.68556475524,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Axis Bank,17.742715,83.3289771,13252.41844762704,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Cafe Coffee Day,17.7426746,83.3291859,13269.924371089952,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Hero MotoCorp,17.7427596,83.328791,13237.273368687953,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
kalavathi hospital,17.7824442,83.2706719,11944.674776126772,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
durgabaisishusankshemam,17.7777522,83.2713265,11520.61874942734,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
LV Prasad Eye Hospital,17.7568569,83.3309144,14223.088122229008,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Pineapple Colony,17.7776156,83.2710815,11494.781976011664,bus_stop,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Deccan Fried Chicken,17.8004017,83.2100102,12605.349154889986,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
KIMS (formerly Queens NRI Hospital),17.7404353,83.3080536,11201.624694230237,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.7368511,83.3118756,11348.692296989087,crossing,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.8455575,83.3523793,22589.675011603184,turning_circle,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Sindhu Bhavan,17.7150689,83.3083555,10032.3967419632,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Sri Venkateshwara Nursing Hospital,17.7147802,83.307414,9927.54399188242,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Dolls n Chic Shop,17.7139613,83.3031788,9472.584114830772,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Silverline shop,17.7141172,83.303321,9492.368389630086,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Golden Crown Bakery,17.7152887,83.3081731,10021.635866782835,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
More,17.7152616,83.3090981,10113.891771407029,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
HDFC Bank,17.7152437,83.3089345,10096.784022198632,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Amulya Hospitals,17.7154685,83.3086985,10080.797408826693,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
utilities,17.6852117,83.2414007,2435.905536432793,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
stationary,17.6852646,83.2413329,2428.314293234669,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
milk,17.6844545,83.2415075,2454.655188415036,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
utilities,17.6834873,83.2416454,2482.747386867968,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
utilities,17.6889323,83.2412926,2429.550056196773,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.7249478,83.3170413,11273.639954373062,crossing,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Pooja collections,17.7193683,83.3070999,10066.247901681269,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Pages,17.7198967,83.3068891,10066.49224197532,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Trinity Lutheren Church,17.7118527,83.3017315,9254.584717159938,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
kinnera mess,17.7369086,83.3047732,10700.767602649756,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
State Bank of India,17.7367272,83.3043682,10653.626815754114,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Canara Bank,17.7367936,83.3044004,10660.35835609464,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
karanataka bank,17.7357998,83.3042984,10594.410754861758,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Sri rama lingeswara swami temple,17.7333001,83.3041475,10441.6174320606,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Madhura inn restaurant & function hall,17.7332822,83.3043675,10460.95503565342,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Sri Siddhi Vinayaka Temple,17.7323647,83.3042575,10401.20517911394,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Kala Hospital,17.7288521,83.3056846,10353.45106479142,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
sai baba temple,17.7315397,83.3065026,10567.047908512524,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.687966,83.242003,2496.7711445510604,crossing,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Sudheer friends communication,17.6889313,83.242302,2536.1416843465267,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Pratima Nursing Home,17.6888399,83.2420129,2504.6742499771185,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Andhra bank Malkapuram,17.6889968,83.2420312,2508.2304228245403,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Canara Bank,17.689084,83.2414565,2448.531877995069,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Axis Bank,17.6890108,83.2419543,2500.2617335697446,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.6889794,83.2420641,2511.518794909675,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Sri Venkateshwara Medicals,17.6890131,83.2419105,2495.6623054565107,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
DTDC Malkapuram,17.6890131,83.2418288,2487.0367674727954,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
HP gas Agency,17.6890022,83.2417925,2483.0858312760165,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Utilities,17.688994,83.2412955,2430.528587216121,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Vegetables vendor,17.688888,83.2412751,2427.2308540091,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Battery shop,17.6889269,83.2426662,2574.570049254096,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Guntur Mess,17.6889118,83.2426004,2567.466092153958,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.6889576,83.2421817,2523.708268623456,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
HP Millinium Petrol Bunk,17.6888138,83.2407091,2366.676708329548,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Hanuman Temple,17.6885164,83.2453138,2851.008243397436,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Malkapuram Bus Stop,17.6885802,83.2453736,2857.815984697036,bus_stop,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
SBI Malkapuram,17.6885733,83.2445457,2770.145650582994,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
ICICI,17.6887892,83.2431694,2626.414933610113,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Janata Colony Bus Stop,17.6828547,83.2411382,2441.092096423299,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.7454309,83.2390884,6846.733759046775,crossing,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
gongura restaurant,17.7460013,83.2387016,6893.731386684469,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Domino's,17.7438713,83.2308772,6451.490670149929,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Hirawats,17.7428021,83.2360742,6472.419307669077,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Subramanyam Swamy temple,17.7416969,83.2381542,6423.562071664414,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
sai baba temple,17.7439957,83.237354,6638.660157837095,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Punjab National Bank,17.7417218,83.237643,6408.78208458956,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Indian Oil,17.7433012,83.2354977,6508.130410402442,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
venkatadri vantillu,17.7446743,83.2366431,6688.227122319691,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
HP,17.7406326,83.2493018,6795.100310241038,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Vijetha,17.7503873,83.2491207,7751.009821706489,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Lakshmi Ganapathi Temple,17.7503383,83.2503306,7800.768638891669,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
raithu bazar,17.7468814,83.2424158,7117.101652260698,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Bengaluru Iyangar Bakery,17.7342627,83.2783044,8236.421522697974,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.7273811,83.3203514,11700.607663238332,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.6891362,83.1382222,8520.57027041361,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
Parveen Marbles,17.6875723,83.1434979,7957.44239949224,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.6892479,83.2345542,1724.5979508077191,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.6892402,83.2341921,1686.5340223425294,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.6895469,83.2330576,1574.0481252205666,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.6898203,83.2381269,2108.869360982285,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.6894856,83.2381055,2101.070013189415,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.6895392,83.2377058,2059.965606653452,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.6894958,83.2369816,1983.2762896464965,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.689023,83.2363406,1908.6283396465487,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.6892402,83.2364801,1926.5268586016136,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.6889208,83.2364318,1916.805970986388,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.6888314,83.2363379,1905.7273492352792,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.6893399,83.2363996,1919.65562510694,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.6894242,83.236413,1922.448893819414,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.6895264,83.2364184,1924.7555091429097,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.6895852,83.2364345,1927.4722134764088,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.6896517,83.2365659,1942.4162051844107,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.6896287,83.236405,1925.1597610356523,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.689667,83.2364184,1927.2556278437376,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.6830586,83.2406428,2385.3783761443747,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.6897053,83.2357961,1862.895598405918,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.689621,83.2369977,1987.094286924529,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
,17.6889336,83.2428235,2591.255937439632,,24.63,73.0,3.1,214.0,1772474735.0,4.0,207.87,0.0,1.84,89.92,1.93,56.99,72.39,0.63
